income,investment_income,deductions,age,state,target
119588,17889,117,62,WA,26571.7
68513,11767,16865,31,CA,11251.4
56092,13006,4287,34,NY,12097.550000000001
41338,15768,27213,29,FL,3829.5499999999993
30412,16633,23186,46,TX,2780.8500000000004
37543,1892,24682,49,TX,1621.9000000000005
135891,3439,4477,41,CA,26574.8
63496,2854,29454,69,CA,5763.800000000001
90692,11577,6533,30,NY,18241.7
119084,11763,16627,37,FL,21424.500000000004
122920,11618,27208,32,FL,19524.7
74425,8235,23396,21,WA,10271.25
68756,19996,12755,51,CA,13561.850000000002
48888,2618,865,45,TX,9954.050000000001
65735,3163,11173,67,TX,10828.2
77295,2942,26137,19,NY,9366.05
147474,1925,5329,64,TX,28451.300000000003
144352,2972,603,47,FL,29165.45
113042,11705,5756,43,FL,22925.15
115999,10640,11254,68,CA,21982.300000000003
47955,10966,4018,64,NY,10231.4
67841,17374,5192,43,TX,14876.300000000001
100640,11138,2015,37,CA,21294.95
95510,18196,9850,59,WA,19368.9
64911,15935,3380,45,WA,14527.45
89031,13145,28343,37,TX,12692.2
118726,489,3770,28,TX,22876.05
37357,11748,5829,27,TX,7776.35
62479,19275,1613,40,FL,14983.800000000001
91476,3516,13147,54,TX,15535.850000000002
74811,19724,15545,58,WA,14034.55
66208,6410,18263,69,TX,9637.35
50150,53,5372,36,NY,8694.95
101180,18959,20492,62,WA,17956.85
73286,16999,10538,35,NY,14572.55
142856,5944,25675,66,WA,23044.05
98450,7404,25650,44,CA,14388.099999999999
51352,954,25362,23,WA,4073.000000000002
85069,10625,148,27,WA,18570.55
141888,1629,1754,19,NY,28183.45
140448,10973,26745,41,NY,23049.300000000003
44397,6859,7378,55,WA,8063.75
71555,8841,13591,45,WA,12239.4
76959,10539,23065,45,FL,11206.400000000001
30728,12682,20140,62,CA,3012.9000000000005
80517,3278,9371,67,CA,14252.350000000002
149180,18945,27885,56,TX,25706.5
96234,6539,26999,19,WA,13477.899999999998
69954,16754,28753,63,WA,9315.650000000001
77280,857,12779,22,WA,12389.8
109459,4886,25500,67,WA,16249.700000000004
46779,12945,21776,28,CA,5853.550000000001
93932,7485,9795,27,NY,17460.4
102936,13680,19436,60,FL,17780.2
54466,16767,5692,19,NY,11985.25
66939,14397,4218,32,NY,14492.85
99896,10744,4803,56,CA,20390.05
65270,4334,18761,58,FL,9013.85
89163,19109,11672,54,WA,17780.95
112637,12226,21470,24,CA,18993.800000000003
81934,13440,3182,37,CA,17607.3
94895,15020,11009,51,FL,18479.75
62307,4251,14328,52,TX,9517.050000000001
84098,12180,19544,51,CA,13760.600000000002
90921,16140,22960,39,NY,14865.2
35486,922,29381,48,NY,0.0
38335,19299,29465,40,WA,3195.6000000000004
116900,7957,25287,36,CA,18251.8
132795,19430,2586,21,WA,28827.0
119112,15796,2648,41,CA,25529.800000000003
127203,1230,7313,37,FL,23796.850000000002
41130,10627,18101,56,CA,5294.799999999999
117508,10006,12544,45,TX,21866.500000000004
135955,4933,21692,56,NY,22507.95
148324,14295,7407,34,FL,29957.300000000003
90566,16377,17254,36,NY,16256.25
96703,203,15234,65,WA,15562.550000000003
57192,16544,19958,52,FL,8930.500000000002
31062,15899,22211,49,TX,3044.5
114076,3748,29480,64,NY,16007.400000000001
119780,6718,15012,63,CA,21210.7
51545,18965,24370,64,CA,7061.25
51689,1093,24846,63,CA,4290.250000000002
41174,15228,9735,56,FL,8085.25
118461,16034,25125,52,TX,19816.05
133033,5710,13425,47,TX,24106.850000000002
39348,9732,15698,34,TX,5404.9
53714,19259,29239,59,NY,6321.9000000000015
68102,3191,28590,64,FL,6951.550000000001
104460,18221,15321,46,CA,19794.9
132634,689,12646,23,NY,23468.65
119930,2103,22153,34,TX,18763.2
36801,365,22117,34,CA,1885.7000000000007
133150,14010,26288,31,FL,22159.5
102267,11767,19624,41,WA,17312.45
78136,16103,25938,67,TX,11558.150000000001
53625,12742,4893,54,TX,11413.05
112873,12391,9476,57,TX,22064.250000000004
130843,4172,17270,56,TX,22476.9
102592,15623,22238,49,CA,17302.350000000002
107052,2378,21702,53,FL,16341.600000000002
74261,17589,18642,67,NY,12830.05
31542,12031,4382,54,CA,7017.55
51677,5669,1785,65,FL,10739.500000000002
76732,2735,13030,31,NY,12499.150000000001
80343,9867,11735,44,TX,14614.900000000001
69081,8490,29718,36,FL,7660.200000000001
92856,956,24111,48,TX,12686.850000000002
123105,9306,16679,63,FL,21847.15
118858,6623,10245,26,WA,22203.800000000003
49065,14908,2597,55,TX,11399.95
113460,17858,17064,34,TX,21104.7
118092,4460,21274,36,TX,18968.9
84693,13986,20682,61,CA,13866.000000000004
56962,12638,324,21,NY,13207.100000000002
58295,19212,15160,65,TX,10750.8
43807,2850,24336,28,TX,3104.8999999999996
72348,13299,26867,39,CA,9747.7
56432,10698,12614,21,CA,9737.600000000002
113285,19348,986,34,WA,25312.7
136995,4594,19502,25,FL,23212.6
121792,14282,760,63,TX,26310.7
87854,16285,24142,51,FL,13978.05
70262,14334,11885,28,CA,13231.250000000002
67080,6644,9228,48,CA,12105.6
31324,2850,17290,28,WA,2369.8
121267,14933,5499,55,NY,25118.600000000002
65909,165,364,38,CA,13115.550000000001
119339,10701,24153,63,TX,19434.700000000004
49870,919,19797,47,WA,5162.6
64578,8305,8027,27,NY,12154.6
102124,19888,13532,43,WA,20025.000000000004
147611,17375,14408,44,CA,28526.45
133605,15715,16105,25,NY,25052.0
56790,3839,7939,56,FL,9949.1
148874,17642,13936,25,NY,28937.100000000002
55289,11618,9261,25,TX,10485.250000000002
85129,13519,15863,51,FL,15087.899999999998
123714,10776,12561,33,FL,23218.950000000004
124246,67,10447,58,TX,22247.5
45485,9788,14172,30,FL,7022.200000000001
74482,5660,11878,40,CA,12775.900000000001
116188,4478,12411,29,NY,20806.550000000003
34748,8210,19465,44,NY,3314.8500000000004
116769,10922,5448,39,TX,23630.100000000002
39435,3521,19642,49,CA,3504.6499999999996
33709,572,2107,66,FL,6300.85
60355,7082,7928,44,NY,11151.3
85771,5395,15234,19,NY,14154.95
87799,15407,19317,62,NY,15041.599999999999
43116,18642,16310,50,NY,7342.0
55470,11094,19213,43,WA,7954.85
72344,650,25017,45,TX,8312.050000000001
72918,5741,13528,36,FL,12062.75
82224,13281,21390,60,FL,13089.45
69298,6838,13313,22,TX,11557.050000000001
138492,18971,1559,50,CA,30154.300000000003
110219,3262,18125,37,TX,18001.850000000002
91629,17722,15167,47,NY,17192.35
96040,4996,15343,62,NY,16121.650000000001
129518,11826,5830,25,TX,26220.000000000004
129835,2827,7523,55,TX,24510.3
58016,14211,17009,34,FL,9482.6
53960,5232,28439,61,FL,4467.049999999999
63591,2217,18074,18,WA,8532.25
112848,19923,15524,20,WA,21677.050000000003
133333,14232,13285,63,NY,25480.15
141732,14026,10973,43,WA,27707.050000000003
144821,19345,24666,48,WA,25699.45
97641,19610,22694,25,CA,16796.2
66395,13878,3006,60,TX,14609.2
141276,6837,4302,63,FL,28205.25
52700,7031,17472,25,WA,7226.65
64620,14806,22391,52,FL,9547.15
133214,3716,4611,56,WA,26047.450000000004
50559,3414,9372,45,WA,8280.900000000001
123045,17832,24312,68,NY,21205.8
123396,570,14080,21,CA,21244.7
91642,19288,15082,33,TX,17451.100000000002
106539,13288,14641,30,TX,19640.750000000004
51732,18889,10093,37,NY,10656.500000000002
121362,917,20874,68,NY,19191.45
60354,10066,29769,22,TX,6138.450000000001
43843,6982,8378,54,TX,7721.4
140008,6336,1597,37,CA,28552.750000000004
144065,18062,11600,41,WA,28622.3
101726,16999,3747,53,CA,21958.3
47640,9941,13879,51,TX,7549.4
82528,12380,19054,62,WA,13599.100000000002
68413,19889,13017,65,TX,13411.7
82638,11667,24815,51,CA,12073.900000000001
82736,4529,18964,36,CA,12485.55
137892,17519,28812,34,CA,23003.25
140133,12192,7432,22,WA,27997.4
136357,8566,24714,42,FL,22377.800000000003
98866,7226,18890,35,FL,16134.600000000002
49087,5162,28741,67,TX,3406.449999999999
71430,16590,29056,25,WA,9510.5
54504,1319,4725,44,NY,9917.400000000001
37114,1141,10437,32,FL,4984.7
108859,4627,20684,62,WA,17294.850000000002
129657,14501,26325,30,WA,21525.300000000003
40975,2690,25143,33,FL,2312.75
41023,7323,13269,39,WA,5985.800000000001
51447,3255,13092,37,WA,7504.6500000000015
120469,5213,7002,30,FL,23125.250000000004
53959,4108,25457,37,CA,5043.750000000002
96203,19404,6131,19,TX,20618.45
149156,18241,13261,52,NY,29252.100000000002
59703,19173,25215,64,TX,8512.8
39337,9802,28537,36,CA,2203.4500000000007
76427,11413,12612,62,CA,13844.350000000002
91529,14995,4537,54,WA,19420.8
132023,12583,13091,23,TX,25019.300000000003
114665,5021,2335,31,CA,23102.4
135787,18771,4321,21,TX,28892.800000000003
61921,6582,29759,39,CA,5931.75
63307,13455,13254,68,NY,11366.150000000001
57355,13117,19369,56,CA,8596.3
133268,18950,559,53,TX,29356.350000000002
34835,17359,713,51,WA,9392.6
50159,1262,4593,44,TX,9072.85
134346,7382,15184,24,FL,24180.5
77605,3327,15261,20,TX,12204.8
135616,18643,20372,64,NY,24826.65
68088,10020,22587,50,NY,9473.85
108752,17641,256,19,NY,24332.550000000003
85284,16848,25152,59,CA,13296.0
87043,14062,14574,33,NY,15874.400000000001
65547,19678,37,42,TX,16051.850000000002
127007,6774,10264,32,WA,23851.5
112844,15160,12697,41,NY,21668.550000000003
57532,1230,8652,32,TX,9527.900000000001
64349,9076,15930,48,CA,10248.7
148012,3805,26016,31,CA,23669.15
75445,14715,29054,31,WA,10032.75
35713,5750,1832,23,WA,7547.1
86178,15627,15517,31,TX,15700.400000000001
79407,13232,29240,34,WA,10556.2
100340,3135,23984,35,WA,14542.25
80990,6953,5167,37,CA,15949.2
105672,1546,27975,68,TX,14372.550000000003
95545,15457,432,34,WA,21319.55
114791,17478,4151,33,TX,24542.15
88141,2411,14912,57,NY,14261.850000000002
53793,19001,6411,56,CA,12006.0
86570,14113,18135,69,CA,14897.2
125084,4145,26623,49,CA,18982.800000000003
67892,2775,21381,61,FL,8649.400000000001
31015,13193,22104,26,TX,2655.95
91813,12851,24000,44,NY,14290.250000000004
57712,13070,27416,63,WA,6648.9000000000015
130497,19539,256,69,NY,28966.25
38415,3970,671,50,TX,8110.75
141854,14119,489,27,CA,30366.4
142816,4331,6889,34,FL,27490.600000000002
92292,10295,11906,66,TX,17026.15
53833,1942,18480,66,TX,6437.9
34158,16575,18066,53,WA,4801.35
92680,13404,12603,34,NY,17395.85
50309,861,2460,35,NY,9575.95
36970,9275,4529,69,WA,7653.0
102474,17033,21505,40,FL,17673.500000000004
116704,4134,28488,51,CA,16838.9
76540,11803,1975,25,CA,16584.7
50384,15408,3216,30,FL,11584.0
48017,17420,14267,40,WA,8649.65
105880,16351,9581,37,TX,21233.4
135570,4131,4515,39,NY,26604.9
38702,18532,22076,64,TX,5001.200000000001
30384,12057,12048,69,NY,4873.35
30404,11349,9776,40,TX,5339.15
70943,11486,21323,58,WA,10580.75
77926,5457,21947,52,WA,10917.0
59189,6079,2963,20,FL,12008.900000000001
42763,12453,20913,51,TX,5192.299999999999
48384,18814,6786,50,TX,10802.400000000001
90100,18263,13866,63,FL,17292.95
128142,12158,6200,34,FL,25902.100000000002
39860,15735,29635,62,WA,2923.5
134293,15830,17360,36,WA,24893.100000000002
110642,15125,7345,47,TX,22560.9
80612,11905,27940,40,WA,10923.150000000001
53574,12298,45,32,WA,12548.25
53524,2011,1193,31,TX,10708.2
99172,3373,27918,19,FL,13360.850000000002
40916,10335,4512,56,TX,8605.45
34809,10692,21327,66,CA,3233.8500000000004
62201,14527,22666,35,TX,8952.75
83330,12773,16630,23,CA,14424.45
43456,1289,19603,49,TX,3983.800000000001
143748,1447,28901,38,CA,21741.4
86397,19583,8983,57,CA,17971.100000000002
68765,19567,636,45,TX,16529.05
64816,14139,3775,44,WA,14140.300000000001
75106,13757,2421,19,NY,16479.5
83932,5462,13025,50,WA,14349.45
47100,19600,9280,33,CA,10040.0
87091,19520,4183,56,TX,19300.45
51949,19702,11351,39,TX,10507.35
100080,19166,17096,60,TX,18616.9
67744,7657,22229,64,TX,9140.1
75543,4920,5323,30,NY,14515.85
138319,10345,22416,19,FL,23611.550000000003
122193,8417,12888,31,CA,22479.15
66187,17160,3644,55,NY,14900.400000000001
142734,5208,16142,58,WA,25292.500000000004
37239,687,7773,45,FL,5607.6
44489,16913,28466,24,FL,4318.25
144937,13223,10778,35,TX,28276.350000000002
88017,8080,12501,58,NY,15690.150000000001
91877,18537,14409,53,WA,17553.7
73125,9486,2108,58,TX,15520.9
79922,6094,29369,53,TX,9556.25
124074,7692,3614,61,CA,25065.100000000002
62049,11088,25818,21,FL,7618.500000000002
67131,3103,10251,47,WA,11328.900000000001
72944,2440,23341,41,FL,9119.550000000001
145765,7124,11678,37,NY,27302.1
103963,17228,14367,63,CA,19785.050000000003
136884,14031,21663,48,TX,24065.700000000004
54285,14536,29672,41,CA,5619.4
67626,446,4332,24,TX,12509.1
72808,3915,12002,43,CA,12148.35
118464,15787,29876,30,TX,18591.850000000002
83871,19493,20284,25,FL,14627.150000000001
49198,17618,27181,22,FL,5687.049999999999
49758,6587,15700,61,FL,7014.65
45254,226,13769,30,FL,5642.450000000001
74238,11151,29775,46,CA,9076.5
31252,5558,29318,37,TX,0.0
69764,11971,24323,31,FL,9667.7
107709,186,27610,49,CA,14667.200000000004
67441,14680,6963,67,TX,13949.45
122234,14559,20952,44,CA,21392.65
83682,11069,7838,42,FL,16437.25
89494,2535,12399,69,NY,15179.3
111317,1932,12243,21,CA,19492.45
95215,2032,27939,38,FL,12363.05
108587,1252,28597,35,WA,14755.95
135185,5509,1845,56,TX,27402.1
36949,5074,13942,32,FL,4665.400000000001
137825,13900,16766,55,WA,25458.5
85393,14523,4112,65,CA,18229.050000000003
103553,1881,12780,69,CA,17797.750000000004
36941,269,15690,41,WA,3506.050000000001
55934,1630,23453,25,WA,5568.050000000001
53386,17958,20194,45,TX,8322.400000000001
91886,13383,10088,38,CA,17862.65
105745,16152,1509,33,WA,23194.55
113251,11084,23957,33,NY,18323.55
124456,1695,12404,52,NY,22044.45
83413,19642,1578,34,WA,19234.4
86800,14821,17263,26,TX,15267.400000000001
127239,3262,18546,52,CA,21300.600000000002
72318,1445,14106,69,NY,11153.85
149803,16436,26148,46,WA,25889.000000000004
100173,9949,9840,56,WA,19066.95
100390,18050,24098,35,FL,16761.0
82329,6901,12931,29,WA,14268.2
73088,19169,1359,36,TX,17153.2
146868,719,20815,65,NY,24277.7
133196,8597,24532,39,FL,21795.75
69811,6855,27545,66,NY,8104.200000000001
144825,18678,20344,69,NY,26680.7
85479,8263,20195,32,TX,13286.5
115392,14520,4242,18,WA,24195.9
117369,11874,20601,19,TX,20104.65
147520,14079,16464,25,WA,27499.85
49963,17082,19116,39,FL,7775.9
85123,7243,24217,42,TX,12056.800000000003
132468,9018,2709,19,TX,27169.050000000003
122705,16732,18806,68,CA,22349.3
103477,12100,20025,26,TX,17504.15
44388,16691,12791,26,CA,8183.5
35569,19800,17051,30,WA,5821.049999999999
99836,4820,18880,23,WA,15970.2
134573,11001,3499,47,WA,27690.000000000004
66586,13907,11690,32,CA,12480.75
42015,19942,26020,68,WA,4889.299999999999
75002,11669,25921,32,NY,10270.5
146594,15916,8080,67,TX,29686.200000000004
36254,10878,23207,24,CA,3080.75
47144,2985,1189,28,WA,9579.300000000001
54214,8112,13908,57,NY,8582.6
135654,8467,22988,55,TX,22653.850000000002
110719,18931,25034,57,TX,18724.950000000004
101774,336,25788,19,WA,13958.200000000004
36090,10165,12751,68,NY,5555.0
41637,19363,25487,65,CA,4860.0999999999985
52415,12768,14714,56,WA,8719.7
54071,3968,1025,27,TX,11153.150000000001
88243,910,24169,61,TX,11742.850000000002
140951,18380,26987,34,TX,24200.45
138215,15632,71,24,WA,29970.05
71240,16279,5546,57,FL,15303.349999999999
113807,3129,2685,56,FL,22559.5
131570,5447,9385,21,FL,24784.8
63434,6129,23756,52,NY,7667.1500000000015
99724,5850,18232,68,WA,16264.300000000003
145359,7446,10576,64,TX,27544.700000000004
105697,11949,2022,53,NY,22426.25
58732,8519,15831,48,FL,9066.500000000002
41314,314,22722,42,CA,2629.4000000000015
53954,11737,20125,58,NY,7520.1
87108,1134,29683,30,NY,10170.95
117044,10938,12940,35,WA,21814.500000000004
117505,15588,17682,38,NY,21418.7
141195,8347,4102,65,WA,28465.55
133081,5592,17288,18,CA,23133.0
66668,18108,3026,53,TX,15293.3
53061,19727,26604,67,TX,6920.25
109252,17270,6709,25,FL,22763.65
69749,10997,21095,69,FL,10325.6
134680,721,24405,65,CA,20942.9
46907,9104,5969,38,TX,9254.75
48777,19741,2620,60,FL,12061.55
123229,870,2646,69,NY,24114.800000000003
81745,6751,4865,38,WA,16145.400000000001
138464,16881,23729,44,FL,24292.700000000004
121865,1756,2289,36,CA,24064.15
142428,1117,7370,40,TX,26810.65
111818,11601,13854,68,CA,20640.250000000004
53624,2828,20256,67,WA,6085.000000000002
53321,14996,9677,68,WA,10494.35
40488,18031,11343,60,CA,7966.5
52574,13878,24074,52,FL,6578.0
35240,6992,17824,57,FL,3640.8
73221,13778,765,69,TX,16519.65
40478,6771,12671,68,TX,5943.5
85645,16526,27014,59,NY,12854.400000000001
140698,19145,16158,65,NY,26971.850000000002
49262,3435,4092,22,TX,9344.650000000001
148831,6622,12975,69,NY,27515.75
82796,12852,9341,58,CA,16151.75
34432,14806,28141,25,FL,2072.050000000001
125257,10623,12334,28,NY,23561.350000000002
94291,1848,16077,33,NY,15116.150000000001
109104,2696,15835,56,CA,18266.450000000004
89399,1717,26548,64,WA,11500.349999999999
109714,19456,2666,41,TX,24194.700000000004
80428,9259,25039,38,CA,11214.7
117731,2786,5968,69,WA,22472.100000000002
30302,14154,28794,40,CA,985.0
112558,13409,7641,66,FL,22612.7
30055,3791,18565,55,CA,1938.3999999999996
141317,3871,9834,64,CA,26385.550000000003
38717,1806,3888,25,FL,7042.3
58699,17888,840,24,TX,14213.0
103686,19692,13873,19,WA,20222.75
97661,13304,10846,47,NY,18816.3
74247,18074,5899,30,TX,16085.75
144049,15549,20502,40,CA,26016.65
46748,3303,565,46,NY,9703.800000000001
135113,19497,6005,55,FL,28445.9
34621,16061,9156,54,TX,7044.35
45034,15198,10474,37,WA,8668.0
141927,17888,9187,50,TX,28771.850000000002
35126,10655,7226,46,TX,6816.950000000001
35122,8924,9379,67,NY,6018.25
48030,9940,5890,32,FL,9624.5
112838,3924,13113,40,FL,19877.95
114717,9783,4311,59,TX,23333.100000000002
85658,4485,11446,20,FL,14942.850000000002
68638,12629,24120,54,NY,9591.95
97067,13233,8848,46,NY,19186.350000000002
136476,12901,19366,62,WA,24388.850000000002
148033,191,25689,25,FL,23213.000000000004
135977,4917,6083,39,WA,26412.2
118869,5831,12598,46,CA,21498.950000000004
135186,10160,16940,19,NY,24326.2
64674,13682,19403,58,TX,10136.35
65854,12391,26880,66,NY,8309.45
76271,1874,2580,67,CA,14890.300000000001
103688,9062,24530,62,TX,15964.400000000001
68518,4763,13844,18,FL,10957.050000000001
141076,10234,24627,61,FL,23593.55
40267,9221,9553,37,NY,7048.300000000001
120825,11410,9386,69,TX,23530.0
31062,14519,20403,38,TX,3289.5
146664,1051,19522,54,WA,24609.950000000004
80448,12225,26224,25,CA,11367.349999999999
125462,9765,14635,44,FL,22898.4
36229,11382,671,64,NY,8785.35
86793,12580,777,52,TX,19051.350000000002
144813,11989,21311,23,FL,25433.2
77915,11939,26855,62,NY,10660.099999999999
34632,18489,3022,61,FL,8944.25
134592,307,18244,36,NY,22403.45
33596,3359,19523,35,FL,2342.300000000001
139779,3176,13817,18,WA,24977.950000000004
36168,1251,14260,42,CA,3856.25
138099,5366,1074,44,FL,28156.200000000004
37561,17901,9908,24,CA,7720.35
103794,6226,9475,61,FL,19323.950000000004
112152,14330,12878,59,TX,21360.4
56734,4891,15120,46,WA,8300.45
36371,4992,23147,48,WA,2236.250000000001
148894,1961,1986,61,CA,29576.450000000004
56069,12497,10825,60,TX,10382.1
109905,19247,9193,53,NY,22569.8
42910,10848,22711,36,WA,4531.450000000001
103479,13255,17430,23,TX,18326.550000000003
107735,4567,2176,42,TX,21688.05
111264,16079,18722,48,CA,19984.15
53275,6513,10047,26,TX,9120.2
102274,15235,16884,37,TX,18519.050000000003
111449,11755,18617,27,NY,19398.800000000003
130776,11151,29150,54,CA,20540.350000000002
90004,16567,27115,44,CA,13707.099999999999
92981,3358,4608,30,TX,17947.9
114659,9590,11906,58,NY,21393.800000000003
84553,10988,7234,19,FL,16750.300000000003
78447,7678,24356,67,WA,10752.100000000002
64529,5698,6610,38,CA,12108.000000000002
105703,1273,10524,50,NY,18700.550000000003
